"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.80,73.80"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,72.10"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.90"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.70"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.40,71.50"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
"30.50,71.40"
