26083,462.0000
26085,462.0000
26087,462.0000
26089,462.0000
26091,462.0000
26093,462.0000
26095,462.0000
26097,462.0000
26099,466.0000
26101,462.0000
26103,462.0000
26105,462.0000
26107,462.0000
26109,466.0000
26111,462.0000
26113,462.0000
26115,462.0000
26117,462.0000
26119,458.0000
26121,458.0000
26123,458.0000
26125,458.0000
26127,458.0000
26129,458.0000
26131,458.0000
26133,458.0000
26135,458.0000
26137,462.0000
26139,458.0000
26141,458.0000
26143,462.0000
26145,462.0000
26147,462.0000
26149,462.0000
26151,462.0000
26153,458.0000
26155,462.0000
26157,458.0000
26159,462.0000
26161,458.0000
26163,458.0000
26165,458.0000
26167,462.0000
26169,458.0000
26171,458.0000
26173,458.0000
26175,458.0000
26177,458.0000
26179,458.0000
26181,458.0000
26183,458.0000
26185,458.0000
26187,462.0000
26189,458.0000
26191,458.0000
26193,458.0000
26195,458.0000
26197,458.0000
26199,458.0000
26201,458.0000
26203,458.0000
26205,456.0000
26207,458.0000
26209,458.0000
26211,458.0000
26213,458.0000
26215,458.0000
26217,458.0000
26219,458.0000
26221,458.0000
26223,458.0000
26225,462.0000
26227,458.0000
26229,458.0000
26231,458.0000
26233,462.0000
26235,458.0000
26237,458.0000
26239,462.0000
26241,458.0000
26243,458.0000
26245,458.0000
26247,458.0000
26249,458.0000
26251,458.0000
26253,458.0000
26255,458.0000
26257,456.0000
26259,458.0000
26261,458.0000
26263,456.0000
26265,458.0000
26267,458.0000
26269,458.0000
26271,458.0000
26273,458.0000
26275,462.0000
26277,458.0000
26279,458.0000
26281,458.0000
26283,458.0000
26285,458.0000
26287,458.0000
26289,458.0000
26291,458.0000
26293,458.0000
26295,462.0000
26297,462.0000
26299,462.0000
26301,462.0000
26303,462.0000
26305,462.0000
26307,462.0000
26309,462.0000
26311,462.0000
26313,462.0000
26315,462.0000
26317,462.0000
26319,462.0000
26321,462.0000
26323,462.0000
26325,466.0000
26327,462.0000
26329,462.0000
26331,462.0000
26333,462.0000
26335,466.0000
26337,462.0000
26339,462.0000
26341,458.0000
26343,458.0000
26345,456.0000
26347,458.0000
26349,458.0000
26351,458.0000
26353,458.0000
26355,458.0000
26357,458.0000
26359,458.0000
26361,458.0000
26363,458.0000
26365,458.0000
26367,458.0000
26369,458.0000
26371,458.0000
26373,458.0000
26375,458.0000
26377,458.0000
26379,462.0000
26381,458.0000
26383,458.0000
26385,458.0000
26387,458.0000
26389,462.0000
26391,458.0000
26393,458.0000
26395,458.0000
26397,456.0000
26399,458.0000
26401,462.0000
26403,458.0000
26405,458.0000
26407,458.0000
26409,458.0000
26411,458.0000
26413,458.0000
26415,458.0000
26417,458.0000
26419,458.0000
26421,458.0000
26423,456.0000
26425,456.0000
26427,458.0000
26429,458.0000
26431,458.0000
26433,458.0000
26435,458.0000
26437,458.0000
26439,458.0000
26441,458.0000
26443,458.0000
26445,456.0000
26447,458.0000
26449,458.0000
26451,458.0000
26453,458.0000
26455,458.0000
26457,458.0000
26459,458.0000
26461,458.0000
26463,458.0000
26465,458.0000
26467,458.0000
26469,462.0000
26471,458.0000
26473,456.0000
26475,458.0000
26477,458.0000
26479,458.0000
26481,458.0000
26483,458.0000
26485,458.0000
26487,458.0000
26489,458.0000
26491,458.0000
26493,458.0000
26495,458.0000
26497,458.0000
26499,458.0000
26501,458.0000
26503,458.0000
26505,458.0000
26507,458.0000
26509,458.0000
26511,458.0000
26513,458.0000
26515,458.0000
26517,458.0000
26519,458.0000
26521,458.0000
26523,458.0000
26525,458.0000
26527,458.0000
26529,458.0000
26531,458.0000
26533,458.0000
26535,456.0000
26537,458.0000
26539,458.0000
26541,458.0000
26543,458.0000
26545,458.0000
26547,458.0000
26549,458.0000
26551,458.0000
26553,458.0000
26555,458.0000
26557,466.0000
26559,462.0000
26561,462.0000
26563,462.0000
26565,458.0000
26567,462.0000
26569,458.0000
26571,458.0000
26573,458.0000
26575,458.0000
26577,458.0000
26579,458.0000
26581,462.0000
26583,458.0000
26585,458.0000
26587,458.0000
26589,458.0000
26591,458.0000
26593,458.0000
26595,458.0000
26597,458.0000
26599,458.0000
26601,462.0000
26603,458.0000
26605,458.0000
26607,458.0000
26609,458.0000
26611,458.0000
26613,458.0000
26615,458.0000
26617,458.0000
26619,458.0000
26621,458.0000
26623,458.0000
26625,458.0000
26627,458.0000
26629,458.0000
26631,458.0000
26633,458.0000
26635,458.0000
26637,458.0000
26639,458.0000
26641,458.0000
26643,458.0000
26645,456.0000
26647,458.0000
26649,458.0000
26651,458.0000
26653,456.0000
26655,456.0000
26657,456.0000
26659,458.0000
26661,458.0000
26663,458.0000
26665,458.0000
26667,458.0000
26669,456.0000
26671,458.0000
26673,458.0000
26675,458.0000
26677,458.0000
26679,462.0000
26681,466.0000
26683,466.0000
26685,466.0000
26687,462.0000
26689,462.0000
26691,466.0000
26693,462.0000
26695,462.0000
26697,462.0000
26699,462.0000
26701,466.0000
26703,466.0000
26705,466.0000
26707,462.0000
26709,458.0000
26711,484.0000
26713,484.0000
26715,492.0000
26717,458.0000
26719,458.0000
26721,458.0000
26723,458.0000
26725,458.0000
26727,458.0000
26729,458.0000
26731,458.0000
26733,458.0000
26735,458.0000
26737,458.0000
26739,458.0000
26741,458.0000
26743,458.0000
26745,458.0000
26747,458.0000
26749,458.0000
26751,458.0000
26753,458.0000
